word_us,word_gb,lexical_category,cefr,definition_url_oxford,definition_url_cambridge,ipa_us,ipa_gb,definition,example,audio_source_us,audio_source_gb
discretion,discretion,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/discretion,https://dictionary.cambridge.org/dictionary/english/discretion,"[""/dɪˈskreʃn/""]","[""/dɪˈskreʃn/""]",the freedom or power to decide what should be done in a particular situation,I'll leave it up to you to use your discretion .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discr/discretion__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/discr/discretion__gb_2.ogg""]"
discrimination,discrimination,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/discrimination,https://dictionary.cambridge.org/dictionary/english/discrimination,"[""/dɪˌskrɪmɪˈneɪʃn/""]","[""/dɪˌskrɪmɪˈneɪʃn/""]",the practice of treating somebody or a particular group in society less fairly than others,"age/racial/gender/sex discrimination (= because of somebody’s age, race, gender or sex)","[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discr/discrimination__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/discr/discrimination__gb_2.ogg""]"
discuss,discuss,verb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/discuss,https://dictionary.cambridge.org/dictionary/english/discuss,"[""/dɪˈskʌs/""]","[""/dɪˈskʌs/""]","to talk about something with somebody, especially in order to decide something",Have you discussed the problem with anyone?,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discu/discuss__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/discu/discuss__gb_2.ogg""]"
discussion,discussion,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/discussion,https://dictionary.cambridge.org/dictionary/english/discussion,"[""/dɪˈskʌʃn/""]","[""/dɪˈskʌʃn/""]",a conversation about somebody/something; the process of discussing somebody/something,I discovered something interesting during a family discussion.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discu/discussion__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/discu/discussion__gb_2.ogg""]"
disease,disease,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/disease,https://dictionary.cambridge.org/dictionary/english/disease,"[""/dɪˈziːz/""]","[""/dɪˈziːz/""]","an illness affecting humans, animals or plants, often caused by infection",heart/lung/liver disease,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disea/disease__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disea/disease__gb_2.ogg""]"
dish,dish,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/dish_1,https://dictionary.cambridge.org/dictionary/english/dish,"[""/dɪʃ/""]","[""/dɪʃ/""]",a flat shallow container for cooking food in or serving it from,a baking/serving dish,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dish_/dish__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/dish_/dish__gb_1.ogg""]"
dishonest,dishonest,adjective,b2,https://www.oxfordlearnersdictionaries.com/definition/english/dishonest,https://dictionary.cambridge.org/dictionary/english/dishonest,"[""/dɪsˈɑːnɪst/""]","[""/dɪsˈɒnɪst/""]",not honest; intending to trick people,Beware of dishonest traders in the tourist areas.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disho/dishonest__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disho/dishonest__gb_1.ogg""]"
disk,disk,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/disk,https://dictionary.cambridge.org/dictionary/english/disk,"[""/dɪsk/""]","[""/dɪsk/""]",a thin flat round object,Red blood cells are roughly the shape of a disk.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disk_/disk__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disk_/disk__gb_1.ogg""]"
dislike,dislike,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/dislike_2,https://dictionary.cambridge.org/dictionary/english/dislike,"[""/dɪsˈlaɪk/""]","[""/dɪsˈlaɪk/""]",a feeling of not liking somebody/something,He did not try to hide his dislike of his boss.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disli/dislike__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disli/dislike__gb_2.ogg""]"
dislike,dislike,verb,b1,https://www.oxfordlearnersdictionaries.com/definition/english/dislike_1,https://dictionary.cambridge.org/dictionary/english/dislike,"[""/dɪsˈlaɪk/""]","[""/dɪsˈlaɪk/""]",to not like somebody/something,Why do you dislike him so much?,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disli/dislike__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disli/dislike__gb_2.ogg""]"
dismiss,dismiss,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/dismiss,https://dictionary.cambridge.org/dictionary/english/dismiss,"[""/dɪsˈmɪs/""]","[""/dɪsˈmɪs/""]",to decide that somebody/something is not important and not worth thinking or talking about,to dismiss a suggestion/a claim/an idea,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dismi/dismiss__us_3.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/dismi/dismiss__gb_1.ogg""]"
dismissal,dismissal,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/dismissal,https://dictionary.cambridge.org/dictionary/english/dismissal,"[""/dɪsˈmɪsl/""]","[""/dɪsˈmɪsl/""]",the act of dismissing somebody from their job; an example of this,He still hopes to win his claim against unfair dismissal .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dismi/dismissal__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/dismi/dismissal__gb_1.ogg""]"
disorder,disorder,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/disorder,https://dictionary.cambridge.org/dictionary/english/disorder,"[""/dɪsˈɔːrdər/""]","[""/dɪsˈɔːdə(r)/""]",a condition or illness that causes problems with the way part of the body or brain works,a blood/bowel disorder,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disor/disorder__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disor/disorder__gb_2.ogg""]"
displace,displace,verb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/displace,https://dictionary.cambridge.org/dictionary/english/displace,"[""/dɪsˈpleɪs/""]","[""/dɪsˈpleɪs/""]",to take the place of somebody/something,Gradually factory workers have been displaced by machines.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/displ/displace__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/displ/displace__gb_1.ogg""]"
display,display,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/display_2,https://dictionary.cambridge.org/dictionary/english/display,"[""/dɪˈspleɪ/""]","[""/dɪˈspleɪ/""]",an arrangement of things in a public place to inform or entertain people or advertise something for sale,a beautiful floral display,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/displ/display__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/displ/display__gb_1.ogg""]"
display,display,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/display_1,https://dictionary.cambridge.org/dictionary/english/display,"[""/dɪˈspleɪ/""]","[""/dɪˈspleɪ/""]",to put something in a place where people can see it easily; to show something to people,The exhibition gives local artists an opportunity to display their work.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/displ/display__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/displ/display__gb_1.ogg""]"
disposal,disposal,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/disposal,https://dictionary.cambridge.org/dictionary/english/disposal,"[""/dɪˈspəʊzl/""]","[""/dɪˈspəʊzl/""]",the act of getting rid of something,The council is responsible for waste disposal and street cleaning.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispo/disposal__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/dispo/disposal__gb_2.ogg""]"
dispose,dispose,verb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/dispose,https://dictionary.cambridge.org/dictionary/english/dispose,"[""/dɪˈspəʊz/""]","[""/dɪˈspəʊz/""]",to arrange things or people in a particular way or position,The visitors disposed themselves in a circle round the statue.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispo/dispose__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/dispo/dispose__gb_1.ogg""]"
dispute,dispute,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/dispute_1,https://dictionary.cambridge.org/dictionary/english/dispute,"[""/dɪˈspjuːt/"", ""/ˈdɪspjuːt/""]","[""/dɪˈspjuːt/"", ""/ˈdɪspjuːt/""]","an argument between two people, groups or countries; discussion about a subject on which people disagree",industrial/pay disputes,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispu/dispute__us_3.ogg"", ""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispu/dispute__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/dispu/dispute__gb_3.ogg"", ""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/dispu/dispute__gb_2.ogg""]"
dispute,dispute,verb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/dispute_2,https://dictionary.cambridge.org/dictionary/english/dispute,"[""/dɪˈspjuːt/""]","[""/dɪˈspjuːt/""]",to question whether something is true or legally or officially acceptable,These figures have been disputed.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispu/dispute__us_3.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/dispu/dispute__gb_3.ogg""]"
disrupt,disrupt,verb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/disrupt,https://dictionary.cambridge.org/dictionary/english/disrupt,"[""/dɪsˈrʌpt/""]","[""/dɪsˈrʌpt/""]",to make it difficult for something to continue in the normal way,Demonstrators succeeded in disrupting the meeting.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disru/disrupt__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disru/disrupt__gb_2.ogg""]"
disruption,disruption,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/disruption,https://dictionary.cambridge.org/dictionary/english/disruption,"[""/dɪsˈrʌpʃn/""]","[""/dɪsˈrʌpʃn/""]",a situation in which it is difficult for something to continue in the normal way; the act of stopping something from continuing in the normal way,We aim to help you move house with minimum disruption to yourself.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disru/disruption__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disru/disruption__gb_3.ogg""]"
dissolve,dissolve,verb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/dissolve,https://dictionary.cambridge.org/dictionary/english/dissolve,"[""/dɪˈzɑːlv/""]","[""/dɪˈzɒlv/""]",to mix with a liquid and become part of it,Salt dissolves in water.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disso/dissolve__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disso/dissolve__gb_1.ogg""]"
distance,distance,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/distance_1,https://dictionary.cambridge.org/dictionary/english/distance,"[""/ˈdɪstəns/""]","[""/ˈdɪstəns/""]",the amount of space between two places or things,a short/long distance,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dista/distance__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/dista/distance__gb_1.ogg""]"
distant,distant,adjective,b2,https://www.oxfordlearnersdictionaries.com/definition/english/distant,https://dictionary.cambridge.org/dictionary/english/distant,"[""/ˈdɪstənt/""]","[""/ˈdɪstənt/""]",far away in space or time,the distant sound of music,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dista/distant__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/dista/distant__gb_1.ogg""]"
distinct,distinct,adjective,b2,https://www.oxfordlearnersdictionaries.com/definition/english/distinct,https://dictionary.cambridge.org/dictionary/english/distinct,"[""/dɪˈstɪŋkt/""]","[""/dɪˈstɪŋkt/""]","easily or clearly heard, seen, felt, etc.",There was a distinct smell of gas.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disti/distinct__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disti/distinct__gb_1.ogg""]"
distinction,distinction,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/distinction,https://dictionary.cambridge.org/dictionary/english/distinction,"[""/dɪˈstɪŋkʃn/""]","[""/dɪˈstɪŋkʃn/""]",a clear difference or contrast especially between people or things that are similar or related,distinctions between traditional and modern societies,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disti/distinction__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disti/distinction__gb_2.ogg""]"
distinctive,distinctive,adjective,c1,https://www.oxfordlearnersdictionaries.com/definition/english/distinctive,https://dictionary.cambridge.org/dictionary/english/distinctive,"[""/dɪˈstɪŋktɪv/""]","[""/dɪˈstɪŋktɪv/""]",having a quality or characteristic that makes something different and easily noticed,clothes with a distinctive style,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disti/distinctive__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disti/distinctive__gb_1.ogg""]"
distinguish,distinguish,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/distinguish,https://dictionary.cambridge.org/dictionary/english/distinguish,"[""/dɪˈstɪŋɡwɪʃ/""]","[""/dɪˈstɪŋɡwɪʃ/""]",to recognize the difference between two people or things,At what age are children able to distinguish between right and wrong?,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disti/distinguish__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disti/distinguish__gb_1.ogg""]"
distort,distort,verb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/distort,https://dictionary.cambridge.org/dictionary/english/distort,"[""/dɪˈstɔːrt/""]","[""/dɪˈstɔːt/""]","to change the shape, appearance or sound of something so that it is strange or not clear",a fairground mirror that distorts your shape,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disto/distort__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/disto/distort__gb_1.ogg""]"
distract,distract,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/distract,https://dictionary.cambridge.org/dictionary/english/distract,"[""/dɪˈstrækt/""]","[""/dɪˈstrækt/""]",to take somebody’s attention away from what they are trying to do,You're distracting me from my work.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distr/distract__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/d/dis/distr/distract__gb_2.ogg""]"
